出現形,基幹表現,部位,方言地方,標準病名,ICD-10,エビデンス
顎関節症,-1,-1,-1,顎関節症,K076,AEX
顎がイタイイタイ,イタイイタイ,顎,-1,顎痛,K109,Web
ぼーっとする,-1,-1,-1,活動低下状態,R464,AEX
意欲がない,-1,-1,-1,活動低下状態,R464,AEX
からからせき,,,-1,乾性咳,R05,CS
からせき,,,-1,乾性咳,R05,CS
からぜき,,,-1,乾性咳,R05,CS
から咳,,,-1,乾性咳,R05,CS
カラ咳,,,-1,乾性咳,R05,CS
かわいたせき,,,-1,乾性咳,R05,CS
かわいた咳,,,-1,乾性咳,R05,CS
こんこん,,,-1,乾性咳,R05,CS
せき,,,-1,乾性咳,R05,CS
乾いたくしゃみ,,,-1,乾性咳,R05,CS
乾いたせき,,,-1,乾性咳,R05,CS
乾いた咳,,,-1,乾性咳,R05,CS
乾いた咳が出る,,,-1,乾性咳,R05,CS
乾いた咳が続く,,,-1,乾性咳,R05,CS
乾いた感じの咳,,,-1,乾性咳,R05,CS
乾性咳嗽,,,-1,乾性咳,R05,CS
乾燥,,,-1,乾性咳,R05,CS
乾燥した咳,,,-1,乾性咳,R05,CS
乾燥して咳が出る,,,-1,乾性咳,R05,CS
感想喉,,,-1,乾性咳,R05,CS
空咳,,,-1,乾性咳,R05,CS
空咳が出る,,,-1,乾性咳,R05,CS
喉がいがらっぽい,,,-1,乾性咳,R05,CS
喉が乾燥する,,,-1,乾性咳,R05,CS
水分をあまり伴わない乾いた咳,,,-1,乾性咳,R05,CS
慢性的なセキ,,,-1,乾性咳,R05,CS
痰がからまない咳,,,-1,乾性咳,R05,CS
痰の出ない咳,,,-1,乾性咳,R05,CS
鼻がイガイガする,イガイガ,鼻,-1,乾燥性鼻炎,J310,Web
鼻がカサカサ,カサカサ,鼻,,乾燥性鼻炎,J310,Web
つま先がカサカサする,カサカサ,つま先,,乾皮症,L853,Web
指がカチカチ,カチカチ,指,,乾皮症,L853,Web
手がかさかさ,-1,手,-1,乾皮症,L853,AEX
手がカサカサ,-1,手,-1,乾皮症,L853,AEX
手が乾燥する,-1,手,-1,乾皮症,L853,AEX
足がかさかさ,-1,足,-1,乾皮症,L853,AEX
足がカサカサ,-1,足,-1,乾皮症,L853,AEX
足が乾燥する,-1,足,-1,乾皮症,L853,AEX
皮膚がかさかさ,-1,-1,-1,乾皮症,L853,AEX
皮膚がカサカサ,-1,-1,-1,乾皮症,L853,AEX
皮膚が乾燥する,-1,-1,-1,乾皮症,L853,AEX
肘がカサカサする,カサカサ,肘,,乾皮症,L853,Web
肘がガサガサする,ガサガサ,肘,,乾皮症,L853,Web
表皮がかさかさ,-1,-1,-1,乾皮症,L853,AEX
表皮がカサカサ,-1,-1,-1,乾皮症,L853,AEX
表皮が乾燥する,-1,-1,-1,乾皮症,L853,AEX
踵がカサカサする,カサカサ,踵,,乾皮症,L853,Web
踵がガサガサする,ガサガサ,踵,,乾皮症,L853,Web
どんかん,,,-1,感覚異常症,R202,CS
どんま,,,-1,感覚異常症,R202,CS
にぶちん,,,-1,感覚異常症,R202,CS
マヒ,,,-1,感覚異常症,R202,CS
ものに触る感覚や熱い冷たいなどの感覚が正しくわからない症状,,,-1,感覚異常症,R202,CS
異常感覚,,,-1,感覚異常症,R202,CS
温度や痛みを感じにくい,,,-1,感覚異常症,R202,CS
寒いとか触ってるとかの感覚が鈍っている,,,-1,感覚異常症,R202,CS
感じ方がおかしい,,,-1,感覚異常症,R202,CS
感覚が正常でないこと,,,-1,感覚異常症,R202,CS
感覚が正常でない状態,,,-1,感覚異常症,R202,CS
感覚が鈍い,,,-1,感覚異常症,R202,CS
感覚が鈍くなる,,,-1,感覚異常症,R202,CS
感覚が鈍くなること,,,-1,感覚異常症,R202,CS
感覚が鈍ること,,,-1,感覚異常症,R202,CS
感覚が変,,,-1,感覚異常症,R202,CS
感覚が麻痺する,,,-1,感覚異常症,R202,CS
感覚が余りない,,,-1,感覚異常症,R202,CS
感覚に異常がある,,,-1,感覚異常症,R202,CS
感覚の異常,,,-1,感覚異常症,R202,CS
感覚の鈍感さ,,,-1,感覚異常症,R202,CS
感覚機能障害,,,-1,感覚異常症,R202,CS
感覚低下,,,-1,感覚異常症,R202,CS
感覚鈍感,,,-1,感覚異常症,R202,CS
感覚不正,,,-1,感覚異常症,R202,CS
感触が鈍い,,,-1,感覚異常症,R202,CS
神経が鈍くなる,,,-1,感覚異常症,R202,CS
神経失調,,,-1,感覚異常症,R202,CS
知覚障害,,,-1,感覚異常症,R202,CS
かんえん,-1,-1,-1,肝炎,K759,AEX
肝炎,-1,肝臓,-1,肝炎,K759,AEX
GDP異常,,,-1,肝機能検査異常,R945,CS
肝炎,,,-1,肝機能検査異常,R945,CS
肝機が悪い,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝機が悪くなる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝機能がおかしい,,,-1,肝機能検査異常,R945,CS
肝機能が悪い,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝機能が悪くなる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝機能が落ちる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝機能異常,,,-1,肝機能検査異常,R945,CS
肝機能検査異常,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝機能低下,,,-1,肝機能検査異常,R945,CS
肝機能不全,,,-1,肝機能検査異常,R945,CS
肝障害,,,-1,肝機能検査異常,R945,CS
肝臓が悪い,,,-1,肝機能検査異常,R945,CS
肝臓が悪い,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓が悪くなる,,,-1,肝機能検査異常,R945,CS
肝臓が悪くなる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓が異常,,,-1,肝機能検査異常,R945,CS
肝臓が機能障害を起こす,,,-1,肝機能検査異常,R945,CS
肝臓の機能がおかしい,,,-1,肝機能検査異常,R945,CS
肝臓の機能が落ちる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓の数値がおかしい,,,-1,肝機能検査異常,R945,CS
肝臓の数値が悪い,,,-1,肝機能検査異常,R945,CS
肝臓の数値が悪い,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓の数値が悪くなる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓の数値が基準値を上回るまたは下回る,,,-1,肝機能検査異常,R945,CS
肝臓の数値が高い,,,-1,肝機能検査異常,R945,CS
肝臓の数値が上がってくる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓の数値が落ちる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓の数値異常,,,-1,肝機能検査異常,R945,CS
肝臓の値が悪い,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓の値が悪くなる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓の値が上がってくる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓の値が落ちる,-1,肝臓,-1,肝機能検査異常,R945,AEX
肝臓の働きの低下,,,-1,肝機能検査異常,R945,CS
肝臓の不正常,,,-1,肝機能検査異常,R945,CS
肝臓及び肝臓の働きが悪くなる,,,-1,肝機能検査異常,R945,CS
肝不全,,,-1,肝機能検査異常,R945,CS
採血等での肝臓機能の数値が正常ではない,,,-1,肝機能検査異常,R945,CS
酒の飲み過ぎ,,,-1,肝機能検査異常,R945,CS
勘変性,,,-1,肝腫大,R160,CS
肝腫大,,,-1,肝腫大,R160,CS
肝臓が腫れている,,,-1,肝腫大,R160,CS
肝臓が腫れて大きくなっている,,,-1,肝腫大,R160,CS
肝臓が腫れて大きくなってる,,,-1,肝腫大,R160,CS
肝臓が腫れる,,,-1,肝腫大,R160,CS
肝臓が大きくなる,,,-1,肝腫大,R160,CS
肝臓が病的に大きくなること,,,-1,肝腫大,R160,CS
肝臓のできもの,,,-1,肝腫大,R160,CS
肝臓の腫れ,,,-1,肝腫大,R160,CS
肝臓疾患,,,-1,肝腫大,R160,CS
肝臓肥大,,,-1,肝腫大,R160,CS
肝容積の異常な増大,,,-1,肝腫大,R160,CS
脂肪肝,,,-1,肝腫大,R160,CS
腫れて大きくなった肝臓,,,-1,肝腫大,R160,CS
膿,,,-1,肝腫大,R160,CS
腹の上の方が腫れている,,,-1,肝腫大,R160,CS
肝が悪い,-1,肝臓,-1,肝障害,K769,AEX
肝障害,-1,肝臓,-1,肝障害,K769,AEX
肝臓が悪い,-1,肝臓,-1,肝障害,K769,AEX
肝臓障害,-1,肝臓,-1,肝障害,K769,AEX
しみ,-1,-1,-1,肝斑,L811,AEX
シミ,-1,-1,-1,肝斑,L811,AEX
肝斑,-1,-1,-1,肝斑,L811,AEX
染み,-1,-1,-1,肝斑,L811,AEX
肝機能障害,,,-1,肝脾腫,R162,CS
肝臓がはれる,,,-1,肝脾腫,R162,CS
肝臓がん,,,-1,肝脾腫,R162,CS
肝臓ガン,,,-1,肝脾腫,R162,CS
肝臓と脾臓が拡大,,,-1,肝脾腫,R162,CS
肝臓と脾臓の腫れ,,,-1,肝脾腫,R162,CS
肝臓にできもの,,,-1,肝脾腫,R162,CS
肝臓に腫瘍がある,,,-1,肝脾腫,R162,CS
肝臓の腫れ物,,,-1,肝脾腫,R162,CS
肝臓の腫瘍,,,-1,肝脾腫,R162,CS
肝臓脾臓のがん,,,-1,肝脾腫,R162,CS
肝臓脾臓の腫瘍,,,-1,肝脾腫,R162,CS
肝脾腫,,,-1,肝脾腫,R162,CS
肝脾腫れ,,,-1,肝脾腫,R162,CS
リウマチ,-1,-1,-1,関節リウマチ,M0690,AEX
リューマチ,-1,-1,-1,関節リウマチ,M0690,AEX
リュウマチ,-1,-1,-1,関節リウマチ,M0690,AEX
関節が痛い,-1,関節,-1,関節痛,M2559,AEX
関節が痛む,-1,関節,-1,関節痛,M2559,AEX
関節の痛み,-1,関節,-1,関節痛,M2559,AEX
関節痛,-1,関節,-1,関節痛,M2559,AEX
ガンからくる痛み,,,-1,癌性疼痛,R522,CS
ガンで痛みがある,,,-1,癌性疼痛,R522,CS
ガンによるズキズキ痛,,,-1,癌性疼痛,R522,CS
ガンの影響の痛み,,,-1,癌性疼痛,R522,CS
がんの痛み,,,-1,癌性疼痛,R522,CS
がん性痛,,,-1,癌性疼痛,R522,CS
癌からくる耐え難い痛み,,,-1,癌性疼痛,R522,CS
癌による体の痛み,,,-1,癌性疼痛,R522,CS
癌による痛み,,,-1,癌性疼痛,R522,CS
癌の痛み,,,-1,癌性疼痛,R522,CS
神経障害性疼痛,,,-1,癌性疼痛,R522,CS
痛み,,,-1,癌性疼痛,R522,CS
瞳がウルウル,ウルウル,瞳,-1,眼炎,H109,Web
がんし,-1,目,-1,眼脂,H579,AEX
メヤニ,-1,目,-1,眼脂,H579,AEX
めやに,-1,目,-1,眼脂,H579,AEX
目ヤニ,-1,目,-1,眼脂,H579,AEX
がんしん,-1,目,-1,眼振,H55,AEX
眼振,-1,目,-1,眼振,H55,AEX
眼がイライラする,イライラ,目,-1,眼精疲労,H531,Web
眼がシバシバする,シバシバ,眼,,眼精疲労,H531,Web
眼がシパシパする,シパシパ,眼,,眼精疲労,H531,Web
眼がショボショボする,ショボショボ,眼,,眼精疲労,H531,Web
眼をグッ,グッ,眼,,眼精疲労,H531,Web
瞳がガチャガチャ,ガチャガチャ,瞳,-1,眼精疲労,H531,Web
目がイラッとする,イラッ,目,,眼精疲労,H531,Web
目がガンガンする,ガンガン,目,-1,眼精疲労,H531,Web
目がシバシバする,シバシバ,目,-1,眼精疲労,H531,Web
目がシパシパする,シパシパ,目,-1,眼精疲労,H531,Web
目がショボショボする,ショボショボ,目,-1,眼精疲労,H531,Web
目がボロボロ,ボロボロ,目,-1,眼精疲労,H531,Web
目をググ,ググ,目,,眼精疲労,H531,Web
くろくみえる,,,-1,眼前暗黒,R55,CS
ブラックアウト,,,-1,眼前暗黒,R55,CS
ものが見にくい,,,-1,眼前暗黒,R55,CS
暗くなってしまう,,,-1,眼前暗黒,R55,CS
暗く見える,,,-1,眼前暗黒,R55,CS
眼の前が暗くなる,,,-1,眼前暗黒,R55,CS
眼の前が真っ暗,,,-1,眼前暗黒,R55,CS
急に目の前がまっくらになる,,,-1,眼前暗黒,R55,CS
視界が暗いこと,,,-1,眼前暗黒,R55,CS
視界が暗くなる,,,-1,眼前暗黒,R55,CS
視界が暗くなること,,,-1,眼前暗黒,R55,CS
盲目,,,-1,眼前暗黒,R55,CS
目の前が暗くなる,,,-1,眼前暗黒,R55,CS
目の前が暗く見える,,,-1,眼前暗黒,R55,CS
目の前が真っ暗,,,-1,眼前暗黒,R55,CS
目の前真っ暗な感じ,,,-1,眼前暗黒,R55,CS
緑内障,,,-1,眼前暗黒,R55,CS
意識がなくなった,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
意識をなくす発作,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
意識失い発作が起こる,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
意識消失発作,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
意識朦朧,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
気が無くなる症状が出る,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
気絶した,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
発作的に意識が失われる,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
発作的に意識を失う,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
癲癇,,,-1,"眼前暗黒,虚脱,血管迷走神経性失神,失神,心臓性失神,卒倒,単純性失神,排尿性失神,労作性失神",R55,CS
眼がズン,ズン,眼,,眼痛,H571,Web
眼が痛い,-1,目,-1,眼痛,H571,AEX
眼が痛くなる,-1,目,-1,眼痛,H571,AEX
眼が痛む,-1,目,-1,眼痛,H571,AEX
眼の痛み,-1,目,-1,眼痛,H571,AEX
眼痛,-1,目,-1,眼痛,H571,AEX
目がギリギリする,ギリギリ,目,-1,眼痛,H571,Web
目がギリギリと,ギリギリ,目,,眼痛,H571,Web
目が痛い,-1,目,-1,眼痛,H571,AEX
目が痛くなる,-1,目,-1,眼痛,H571,AEX
目が痛む,-1,目,-1,眼痛,H571,AEX
目の痛み,-1,目,-1,眼痛,H571,AEX
眼がゴロゴロ,ゴロゴロ,眼,,眼瞼異物残留,H028,Web
目がゴロゴロする,ゴロゴロ,目,-1,眼瞼異物残留,H028,Web
瞼がイガイガする,イガイガ,瞼,-1,眼瞼異物残留,H028,Web
瞼がゴロゴロ,ゴロゴロ,瞼,,眼瞼異物残留,H028,Web
目がピクピクする,ピクピク,目,-1,眼瞼痙攣,G245,Web
瞼がグシュグシュ,グシュグシュ,瞼,,眼瞼痙攣,G245,Web
瞼がヒクヒクする,ヒクヒク,瞼,-1,眼瞼痙攣,G245,Web
瞼がピクピクする,ピクピク,瞼,-1,眼瞼痙攣,G245,Web
かおいろがわるい,,,-1,顔面蒼白,R231,CS
かおいろふりょう,,,-1,顔面蒼白,R231,CS
かおいろわる,,,-1,顔面蒼白,R231,CS
かおいろわるい,,,-1,顔面蒼白,R231,CS
顔の色が普通と違う,,,-1,顔面蒼白,R231,CS
顔色がよくない,,,-1,顔面蒼白,R231,CS
顔色が悪い,,,-1,顔面蒼白,R231,CS
顔色が悪いこと,,,-1,顔面蒼白,R231,CS
顔色が悪い状態,,,-1,顔面蒼白,R231,CS
顔色の悪さ,,,-1,顔面蒼白,R231,CS
顔色悪い,,,-1,顔面蒼白,R231,CS
血の気がない,,,-1,顔面蒼白,R231,CS
血色の悪い,,,-1,顔面蒼白,R231,CS
血色不良,,,-1,顔面蒼白,R231,CS
青色,,,-1,顔面蒼白,R231,CS
顔がガンガン,ガンガン,顔,,顔面痛,R51,Web
顔がギリギリと,ギリギリ,顔,,顔面痛,R51,Web
顔がズン,ズン,顔,,顔面痛,R51,Web
面がギリギリと,ギリギリ,面,,顔面痛,R51,Web
面がズン,ズン,面,,顔面痛,R51,Web
面をグッ,グッ,面,,顔面痛,R51,Web
顔がパンパン,パンパン,顔,-1,顔面浮腫,R600,Web
顔がむくむ,,,-1,顔面浮腫,R600,CS
顔がむくんでる,,,-1,顔面浮腫,R600,CS
顔が腫れて,-1,顔,-1,顔面浮腫,R600,AEX
顔が腫れている,,,-1,顔面浮腫,R600,CS
顔が腫れる,,,-1,顔面浮腫,R600,CS
顔が浮く,,,-1,顔面浮腫,R600,CS
顔が浮腫む,-1,顔,-1,顔面浮腫,R600,AEX
顔のエデーマ,-1,顔,-1,顔面浮腫,R600,AEX
顔のできもの,,,-1,顔面浮腫,R600,CS
顔のむくみ,,,-1,顔面浮腫,R600,CS
顔のむくみ,-1,顔,-1,顔面浮腫,R600,AEX
顔の腫れ,,,-1,顔面浮腫,R600,CS
顔の浮腫,-1,顔,-1,顔面浮腫,R600,AEX
顔の浮腫み,,,-1,顔面浮腫,R600,CS
顔むくみ,,,-1,顔面浮腫,R600,CS
顔面が腫れて,-1,顔,-1,顔面浮腫,R600,AEX
顔面が浮腫む,-1,顔,-1,顔面浮腫,R600,AEX
顔面のエデーマ,-1,顔,-1,顔面浮腫,R600,AEX
顔面のむくみ,-1,顔,-1,顔面浮腫,R600,AEX
顔面の浮腫,-1,顔,-1,顔面浮腫,R600,AEX
顔面の膨張,,,-1,顔面浮腫,R600,CS
顔面むくみ,,,-1,顔面浮腫,R600,CS
顔面神経痛,,,-1,顔面浮腫,R600,CS
顔面浮腫,,,-1,顔面浮腫,R600,CS
顔面麻痺,,,-1,顔面浮腫,R600,CS
出来物,,,-1,顔面浮腫,R600,CS
頬がポツポツ,ポツポツ,頬,,顔面疣贅,B07,Web
眼の下がピクピクする,-1,目,-1,顔面痙攣,G513,AEX
眼の下が痙攣する,-1,目,-1,顔面痙攣,G513,AEX
顔がぴくぴくする,-1,顔,-1,顔面痙攣,G513,AEX
顔が痙攣する,-1,顔,-1,顔面痙攣,G513,AEX
頬がピクピクする,-1,頬,-1,顔面痙攣,G513,AEX
頬が痙攣する,-1,頬,-1,顔面痙攣,G513,AEX
目の下がピクピクする,-1,目,-1,顔面痙攣,G513,AEX
目の下が痙攣する,-1,目,-1,顔面痙攣,G513,AEX
目の周りがピクピクする,-1,目,-1,顔面痙攣,G513,AEX
目の周りが痙攣する,-1,目,-1,顔面痙攣,G513,AEX
きがいしゅうしゅく,-1,-1,-1,期外収縮,I494,AEX
期外収縮,-1,-1,-1,期外収縮,I494,AEX
気うつ,-1,-1,-1,気うつ,R454,AEX
気持ちうつ,-1,-1,-1,気うつ,R454,AEX
気持ちが低下,-1,-1,-1,気うつ,R454,AEX
気持ちが落ち込む,-1,-1,-1,気うつ,R454,AEX
気分うつ,-1,-1,-1,気うつ,R454,AEX
気分が低下,-1,-1,-1,気うつ,R454,AEX
気分が落ち込む,-1,-1,-1,気うつ,R454,AEX
気鬱,-1,-1,-1,気うつ,R454,AEX
きかんしえん,-1,-1,-1,気管支炎,J40,AEX
気管支炎,-1,-1,-1,気管支炎,J40,AEX
咳喘息,-1,-1,-1,"気管支喘息,咳喘息",J459,AEX
気管支喘息,-1,-1,-1,"気管支喘息,咳喘息",J459,AEX
喘息,-1,-1,-1,"気管支喘息,咳喘息",J459,AEX
うきろくぶつう,,,-1,季肋部痛,R073,CS
右あばらの下の痛み,,,-1,季肋部痛,R073,CS
右あばら痛,,,-1,季肋部痛,R073,CS
右の胸部の痛み,,,-1,季肋部痛,R073,CS
右の肋骨が痛い,,,-1,季肋部痛,R073,CS
右季肋部痛,,,-1,季肋部痛,R073,CS
右季肋部疼痛,,,-1,季肋部痛,R073,CS
右胸が痛い,,,-1,季肋部痛,R073,CS
右側の肋骨の痛み,,,-1,季肋部痛,R073,CS
右側の肋骨付近痛い,,,-1,季肋部痛,R073,CS
右肋骨の痛み,,,-1,季肋部痛,R073,CS
右脇腹の痛み,,,-1,季肋部痛,R073,CS
左の胸部が痛む,,,-1,季肋部痛,R073,CS
左の胸部の痛み,,,-1,季肋部痛,R073,CS
左の肋骨が痛い,,,-1,季肋部痛,R073,CS
左の肋骨下が痛い,,,-1,季肋部痛,R073,CS
左季肋部打撲,,,-1,季肋部痛,R073,CS
左上腹部の痛み,,,-1,季肋部痛,R073,CS
左側が非常にいたい,,,-1,季肋部痛,R073,CS
左側の季肋が痛い,,,-1,季肋部痛,R073,CS
左側の肋骨が痛い,,,-1,季肋部痛,R073,CS
左側の肋骨部が痛い症状,,,-1,季肋部痛,R073,CS
胆石,,,-1,季肋部痛,R073,CS
腹痛,,,-1,季肋部痛,R073,CS
肋関神経痛,,,-1,季肋部痛,R073,CS
肋骨の左側が痛い状態,,,-1,季肋部痛,R073,CS
肋骨弓部の下の痛みを,,,-1,季肋部痛,R073,CS
脇腹痛,,,-1,季肋部痛,R073,CS
おぼえることができない,,,-1,記憶障害,R413,CS
ぼけ,,,-1,記憶障害,R413,CS
ボケる,,,-1,記憶障害,R413,CS
何をしているのだろう,,,-1,記憶障害,R413,CS
覚えてない症状,,,-1,記憶障害,R413,CS
覚えられない,,,-1,記憶障害,R413,CS
覚えることができない,,,-1,記憶障害,R413,CS
記憶がおかしくなる,,,-1,記憶障害,R413,CS
記憶が困難,,,-1,記憶障害,R413,CS
記憶が思い出せない,,,-1,記憶障害,R413,CS
記憶が曖昧,,,-1,記憶障害,R413,CS
記憶が曖昧になる,,,-1,記憶障害,R413,CS
記憶に問題がおきる,,,-1,記憶障害,R413,CS
思い出せなかったり覚えていられない,,,-1,記憶障害,R413,CS
精神障害,,,-1,記憶障害,R413,CS
脳悪性ガス,,,-1,記憶障害,R413,CS
物覚えがひどく悪い,,,-1,記憶障害,R413,CS
物事を覚えていることが難しい状態,,,-1,記憶障害,R413,CS
物忘れが激しい,,,-1,記憶障害,R413,CS
物忘れしやすい,,,-1,記憶障害,R413,CS
ていか,,,-1,記銘力低下,R413,CS
むきりょく,,,-1,記銘力低下,R413,CS
もう覚えられない,,,-1,記銘力低下,R413,CS
ものわすれ,,,-1,記銘力低下,R413,CS
覚える能力の低下,,,-1,記銘力低下,R413,CS
記憶障害,,,-1,記銘力低下,R413,CS
記憶力低下,,,-1,記銘力低下,R413,CS
記銘力障害,,,-1,記銘力低下,R413,CS
情報を正しく認可する能力が落ちている,,,-1,記銘力低下,R413,CS
新しいことを覚えられない,,,-1,記銘力低下,R413,CS
新しく体験したことを記憶するのが苦手になる,,,-1,記銘力低下,R413,CS
低下,,,-1,記銘力低下,R413,CS
品物の名前を書く能力が低下すること,,,-1,記銘力低下,R413,CS
物忘れしやすくなった,,,-1,記銘力低下,R413,CS
ytr,,,-1,"記銘力低下,記憶障害",R413,CS
きおくがおかしい,,,-1,"記銘力低下,記憶障害",R413,CS
きおくがおかしくなる,,,-1,"記銘力低下,記憶障害",R413,CS
もの覚えが悪い,,,-1,"記銘力低下,記憶障害",R413,CS
覚えが悪くなる,,,-1,"記銘力低下,記憶障害",R413,CS
覚えておくことができなくなる障害,,,-1,"記銘力低下,記憶障害",R413,CS
記憶に障害があること,,,-1,"記銘力低下,記憶障害",R413,CS
記憶喪失,,,-1,"記銘力低下,記憶障害",R413,CS
